PRIMER DÍGITO;SEGUNDO DÍGITO;CUENTA ALTERNATIVA A 6 DÍGITOS;CUENTA OPERATIVA;CONCEPTO;SALDO FULL IFRS;DIVISA
3;35;350515;;APORTES EN ESPECIE;0,00;USD
3;35;350520;;APORTES POR IDENTIFICAR;0,00;USD
3;35;351005;;RESTITUCIONES DE APORTES;0,00;USD
3;35;351010;;PAGOS A TERCEROS ;0,00;USD
3;35;351505;;ACTIVIDAD ENTIDADES PROMOTORAS DE SALUD;0,00;USD
3;35;351510;;SECCIÓN DE AHORRO Y CRÉDITO ENTIDADES COOPERATIVAS;0,00;USD
3;35;352000;;CUENTAS INDIVIDUALES APORTES BEPS;0,00;USD
3;35;352505;;PARTICIPACIONES;0,00;USD
3;35;352510;;PARTICIPACIONES POR IDENTIFICAR;0,00;USD
3;36;360505;;COTIZACIONES OBLIGATORIAS;0,00;USD
3;36;360510;;RESERVA RÉGIMEN DE TRANSICIÓN;0,00;USD
3;36;360515;;RESERVA RÉGIMEN DE PENSIONES ESPECIALES TRANSITORIAS;0,00;USD
3;36;360520;;RESERVAS PRESTACIONES EXTRALEGALES;0,00;USD
3;36;360530;;RESERVA LEY 100;0,00;USD
3;36;360535;;FONDO DE SOLIDARIDAD PENSIONAL;0,00;USD
3;36;360540;;COTIZACIONES DE PENSIÓN DE AFILIADOS VINCULADOS A OTRA ADMINISTRADORA;0,00;USD
3;36;360545;;RECAUDOS EN PROCESO;0,00;USD
3;36;360550;;TRASLADO DE RÉGIMEN O A OTROS FONDOS EN PROCESO;0,00;USD
3;36;360555;;COTIZACIONES DE PENSIÓN DE AFILIADOS EN PROCESO DE ACREDITACIÓN;0,00;USD
3;36;360570;;COTIZACIÓN DE AFILIADOS EN EXCESO;0,00;USD
3;36;360575;;PATRIMONIO ASIGNADO - PROGRAMAS ESPECIALES;0,00;USD
3;36;360580;;RESERVA PRESTACIONES EXTRALEGALES;0,00;USD
3;36;360585;;RESERVA EMPRESAS NO APORTANTES;0,00;USD
3;37;370500;;AMORTIZACIÓN DE APORTES SOCIALES;0,00;USD
3;37;371000;;FONDO DE GARANTÍAS;0,00;USD
3;37;371500;;FONDOS DE CAPITAL;0,00;USD
3;37;372005;;FONDO DE REVALORIZACIÓN DE APORTES;0,00;USD
3;37;372500;;OTROS FONDOS;0,00;USD
3;37;373000;;FONDO ESPECIAL;0,00;USD
3;38;380505;;PRIMA EN COLOCACIÓN DE ACCIONES;-743.744.191,65;USD
3;38;380510;;PRIMA EN COLOCACIÓN DE ACCIONES POR COBRAR (DB);0,00;USD
3;38;380515;;PRIMA EN COLOCACIÓN DE CUOTAS O PARTES DE INTERÉS SOCIAL;0,00;USD
3;38;380520;;PRIMA EN COLOCACIÓN DE APORTES;0,00;USD
3;38;381000;;CONTRIBUCIONES;0,00;USD
3;38;381505;;REVALORIZACIÓN ACTIVOS;0,00;USD
3;38;381510;;INSTRUMENTOS FINANCIEROS MEDIDOS AL VALOR RAZONABLE CON CAMBIOS EN EL ORI;-29.801.433,69;USD
3;38;381515;;VARIACIÓN DEL VALOR RAZONABLE DE OTROS ACTIVOS;0,00;USD
3;38;381520;;DIFERENCIA EN CAMBIOS POR INVERSIONES EN ASOCIADAS Y SUBORDINADAS;0,00;USD
3;38;381525;;COBERTURA CON DERIVADOS DE FLUJO DE EFECTIVO;0,00;USD
3;38;381530;;AJUSTES DE CONVERSIÓN;0,00;USD
3;38;381535;;AJUSTES ASOCIADAS;0,00;USD
3;38;381540;;GANANCIAS O PÉRDIDAS PARTICIPACIONES NO CONTROLADORAS;0,00;USD
3;38;381545;;COBERTURA CON DERIVADOS DE INVERSIONES NETAS EN EL EXTRANJERO;0,00;USD
3;38;381550;;INSTRUMENTOS FINANCIEROS MEDIDOS A VARIACIÓN PATRIMONIAL CON CAMBIOS EN EL ORI;0,00;USD
3;38;381555;;AJUSTES EN LA APLICACIÓN POR PRIMERA VEZ DE LAS NIIF;0,00;USD
3;38;381560;;DIFERENCIAS ENTRE LOS ESTADOS FINANCIEROS CONSOLIDADOS Y SEPARADOS;0,00;USD
3;38;381565;;GANANCIAS O PÉRDIDAS PARTICIPACIONES CONTROLODORAS;0,00;USD
3;38;381595;;OTROS AL PATRIMONIO NETO;304.579,00;USD
3;38;382000;;SUPERÁVIT POR EL MÉTODO DE PARTICIPACIÓN PATRIMONIAL;0,00;USD
3;38;382505;;ACCIONES FORZOSAS;0,00;USD
3;38;382510;;DIVIDENDOS DE ACCIONES FORZOSAS;0,00;USD
3;38;383000;;LIQUIDACIÓN CUENTA ESPECIAL DE CAMBIOS;0,00;USD
3;38;383505;;RESERVAS INTERNACIONALES;0,00;USD
3;38;384000;;INVERSION NETA EN ACTIVOS PARA LA ACTIVIDAD CULTURAL;0,00;USD
3;39;390500;;GANANCIAS ACUMULADAS EJERCICIOS ANTERIORES;-179.480.008,40;USD
3;39;391000;;PERDIDA EJERCICIOS ANTERIORES;134.026.312,16;USD
3;39;392000;;PÉRDIDA DEL EJERCICIO;0,00;USD
3;39;392500;;GANANCIA O PÉRDIDA PARTICIPACIONES NO CONTROLADORAS;0,00;USD
3;39;393005;;GANANCIA;0,00;USD
3;39;393010;;PÉRDIDA;94.117.507,14;USD
4;41;410105;;CONSTRUCCIONES;0,00;USD
4;41;410110;;AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA ;0,00;USD
4;41;410115;;PESCA ;0,00;USD
4;41;410120;;MINAS Y MINERALES (CANTERAS);0,00;USD
4;41;410125;;ALIMENTICIOS, BEBIDAS Y ALCOHOLES;0,00;USD
4;41;410130;;INDUSTRIAS MANUFACTURERAS ;0,00;USD
4;41;410135;;SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA ;0,00;USD
4;41;410140;;COMERCIO AL POR MAYOR Y AL POR MENOR ;0,00;USD
4;41;410150;;SERVICIOS HOTELEROS Y DE PROMOCIÓN TURÍSTICA;0,00;USD
4;41;410152;;SERVICIO DE TRANSPORTE Y ALMACENAMIENTO;0,00;USD
4;41;410154;;SERVICIO DE COMUNICACIONES;0,00;USD
4;41;410156;;SERVICIO DE TELECOMUNICACIONES;0,00;USD
4;41;410160;;ACTIVIDADES INMOBILIARIAS, EMPRESARIALES Y DE ALQUILER ;0,00;USD
4;41;410165;;SERVICIOS EDUCATIVOS;0,00;USD
4;41;410170;;SERVICIOS SOCIALES Y DE SALUD ;0,00;USD
4;41;410175;;OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES ;0,00;USD
4;41;410180;;SERVICIOS INFORMÁTICOS;0,00;USD
4;41;410185;;PARTICIPACIONES EN CONCESIONES ;0,00;USD
4;41;410190;;ARRENDAMIENTOS;0,00;USD
4;41;410195;;OTROS;0,00;USD
4;41;410202;;CRÉDITOS COMERCIALES;-38.876.846,16;USD
4;41;410204;;CRÉDITOS DE CONSUMO;-33.193.366,12;USD
4;41;410206;;CARTERA DE TARJETAS DE CRÉDITO COMERCIAL;0,00;USD
4;41;410208;;SOBREGIROS CRÉDITOS COMERCIALES;-1.625.393,47;USD
4;41;410210;;CRÉDITOS DE VIVIENDA Y LEASING HABITACIONAL;-31.626.519,23;USD
4;41;410212;;MICROCRÉDITOS;-833.022,99;USD
4;41;410214;;CARTERA DE TARJETAS DE CRÉDITO CONSUMO;-12.375.414,36;USD
4;41;410216;;SOBREGIROS  CRÉDITOS CONSUMO;-426.368,15;USD
4;41;410218;;OPERACIONES FACTORING;0,00;USD
4;41;410220;;CONCEPTOS REPUTADOS INTERESES;0,00;USD
4;41;410222;;OPERACIONES DE DESCUENTO DE CARTERA COMERCIAL;0,00;USD
4;41;410224;;OPERACIONES DE DESCUENTO DE CARTERA DE CONSUMO;0,00;USD
4;41;410228;;OPERACIONES DE DESCUENTO DE CARTERA DE MICROCRÉDITO;0,00;USD
4;41;410230;;OPERACIONES DE REDESCUENTO DE CARTERA CONSUMO;0,00;USD
4;41;410232;;OPERACIONES DE REDESCUENTO DE CARTERA DE VIVIENDA Y LEASING HABITACIONAL;0,00;USD
4;41;410234;;OPERACIONES DE REDESCUENTO DE CARTERA COMERCIAL;0,00;USD
4;41;410236;;OPERACIONES DE REDESCUENTO DE CARTERA DE MICROCRÉDITO;0,00;USD
4;41;410238;;MORATORIOS CARTERA DE CONSUMO;-53,98;USD
4;41;410240;;MORATORIOS CARTERA DE VIVIENDA Y LEASING HABITACIONAL;-13,00;USD
4;41;410242;;MORATORIOS CARTERA COMERCIAL;-7.751,32;USD
4;41;410244;;MORATORIOS CARTERA DE MICROCRÉDITO;0,00;USD
4;41;410246;;LINEAS DE CREDITO EXTERNAS;0,00;USD
4;41;410248;;DEUDA EXTERNA PRIVADA - RESOL. 33/84 Y 17/87;0,00;USD
4;41;410250;;CUPOS DE LIQUIDEZ SISTEMA FINANCIERO;0,00;USD
4;41;410295;;OTROS;0,00;USD
4;41;410305;;DEPÓSITOS A LA VISTA;-499,97;USD
4;41;410310;;FONDOS INTERBANCARIOS VENDIDOS ORDINARIOS;-445.266,24;USD
4;41;410315;;TÍTULOS DE INVERSIÓN EN CIRCULACIÓN;0,00;USD
4;41;410320;;MORA EN TRASLADO DE CESANTÍAS AL FNA;0,00;USD
4;41;410325;;CRÉDITOS CON GARANTÍA HIPOTECARIA;0,00;USD
4;41;410330;;SOBRE TÍTULOS DE CAPITALIZACIÓN;0,00;USD
4;41;410335;;CRÉDITOS CON GARANTÍA PRENDARIA;0,00;USD
4;41;410340;;SOBRE PÓLIZAS;0,00;USD
4;41;410345;;MORATORIOS POR RECAUDO DE COTIZACIONES;0,00;USD
4;41;410350;;RENDIMIENTOS POR COMPROMISOS DE TRANSFERENCIA EN OPERACIONES REPO;0,00;USD
4;41;410355;;RENDIMIENTOS POR COMPROMISOS DE TRANSFERENCIA EN OPERACIONES SIMULTÁNEAS;0,00;USD
4;41;410360;;RENDIMIENTOS POR COMPROMISOS EN OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES;0,00;USD
4;41;410365;;DIFERENCIAL DE TASAS;0,00;USD
4;41;410370;;RENDIMIENTOS FINANCIEROS POR LA EJECUCIÓN DE PROYECTOS;0,00;USD
4;41;410375;;INTERESES GANADOS FOGAFIN;0,00;USD
4;41;410380;;DEPÓSITOS DE CONTRACCIÓN MONETARIA;0,00;USD
4;41;410385;;UTILIDAD POR PARTICIPACIÓN EN LA FORMACIÓN DEL IBR;0,00;USD
4;41;410390;;OTROS CONCEPTOS;0,00;USD
4;41;410395;;OTROS INTERESES;-959,97;USD
4;41;410405;;RENDIMIENTOS PRODUCTOS AGROPECUARIAS;0,00;USD
4;41;410410;;RENDIMIENTOS PRODUCTOS AGROINDUSTRIALES;0,00;USD
4;41;410415;;RENDIMIENTOS INSUMOS AGROPECUARIOS Y AGROINDUSTRIALES;0,00;USD
4;41;410420;;RENDIMIENTOS SERVICIOS AGROPECUARIOS Y AGROINDUSTRIALES ;0,00;USD
4;41;410425;;RENDIMIENTOS DOCUMENTOS SOBRE PRODUCTOS AGROPECUARIOS Y AGROINDUSTRIALES;0,00;USD
4;41;410430;;RENDIMIENTOS OTRAS ESPECIES;0,00;USD
4;41;410495;;RENDIMIENTOS OTROS;0,00;USD
4;41;410505;;DEPÓSITOS EN ORO;0,00;USD
4;41;410510;;CONVENIOS INTERNACIONALES;0,00;USD
4;41;410515;;APORTES EN ORGANISMOS INTERNACIONALES;0,00;USD
4;41;410520;;DEPÓSITOS DE PLATINO;0,00;USD
4;41;410595;;OTROS INTERESES;0,00;USD
4;41;410605;;EN TÍTULOS DE DEUDA;0,00;USD
4;41;410610;;EN TÍTULOS PARTICIPATIVOS;0,00;USD
4;41;410705;;POR AUMENTO EN EL VALOR RAZONABLE;-2.137.095,33;USD
4;41;410805;;POR INCREMENTO EN EL VALOR DE MERCADO ;-215.956,30;USD
4;41;410905;;INTERESES;0,00;USD
4;41;411005;;DEPÓSITOS A LA VISTA;0,00;USD
4;41;411010;;CARTERA DE CRÉDITOS;0,00;USD
4;41;411015;;OPERACIONES DE LEASING FINANCIERO;0,00;USD
4;41;411105;;POR INCREMENTO EN EL VALOR PRESENTE;-12.295.556,09;USD
4;41;411205;;POR COMPROMISOS DE COMPRA;0,00;USD
4;41;411210;;POR COMPROMISOS DE VENTA;0,00;USD
4;41;411305;;SERVICIOS DE BOLSA A COMISIONISTAS;0,00;USD
4;41;411310;;SERVICIO DE LABORATORIO;0,00;USD
4;41;411315;;SERVICIO DE SUPERVISIÓN Y ANÁLISIS DE CALIDAD DE PRODUCCIÓN ALMACENADA;0,00;USD
4;41;411320;;SERVICIO DE CERTIFICACIÓN SOBRE PRECIOS;0,00;USD
4;41;411325;;INSCRIPCIÓN DE TÍTULOS;0,00;USD
4;41;411330;;CUSTODIA DE VALORES;0,00;USD
4;41;411335;;OPERACIONES MARTILLO;0,00;USD
4;41;411340;;SERVICIO DE TRANSFERENCIA DE VALORES O TÍTULOS ;0,00;USD
4;41;411345;;ADMINISTRACIÓN DE VALORES;0,00;USD
4;41;411350;;TRANSACCIONES;0,00;USD
4;41;411355;;CUOTA DE AFILIACIÓN;0,00;USD
4;41;411360;;CUOTA DE SOSTENIMIENTO;0,00;USD
4;41;411365;;PUBLICACIONES Y SUSCRIPCIÓN;0,00;USD
4;41;411370;;SEMINARIOS Y OTRAS CAPACITACIONES;0,00;USD
4;41;411375;;GRAVÁMENES, CERTIFICACIONES Y CONSTANCIAS;0,00;USD
4;41;411380;;INCUMPLIMIENTO DE OPERACIONES ;0,00;USD
4;41;411382;;DE INFORMACIÓN;0,00;USD
4;41;411385;;POR SERVICIOS DE COMPENSACIÓN Y LIQUIDACIÓN DE DIVISAS;0,00;USD
4;41;411387;;POR SERVICIOS DE NEGOCIACIÓN Y REGISTRO DE OPERACIONES SOBRE DIVISAS;0,00;USD
4;41;411390;;POR SERVICIOS DE COMPENSACIÓN Y LIQUIDACIÓN - CRCC;0,00;USD
4;41;411392;;POR SERVICIOS DE NEGOCIACIÓN Y REGISTRO DE OPERACIONES SOBRE VALORES;0,00;USD
4;41;411395;;OTROS;0,00;USD
4;41;411405;;RENDIMIENTOS FINANCIEROS, COMPROMISOS DE REVENTA - REPOS - SIMULTÁNEAS Y CARRUSELES;0,00;USD
4;41;411410;;REAJUSTE MONETARIO - UVR;0,00;USD
4;41;411415;;DIVIDENDOS;0,00;USD
4;41;411420;;DIFERENCIA EN CAMBIO;0,00;USD
4;41;411495;;OTROS RENDIMIENTOS FINANCIEROS;0,00;USD
4;41;411502;;ACEPTACIONES (BANCARIAS);-69.955,49;USD
4;41;411504;;CARTAS DE CRÉDITO;-752.138,05;USD
4;41;411506;;AVALES;0,00;USD
4;41;411508;;GARANTÍAS BANCARIAS;-217.876,17;USD
4;41;411510;;SERVICIOS BANCARIOS;-4.790.062,13;USD
4;41;411512;;NEGOCIOS FIDUCIARIOS (COMISIONES Y HONORARIOS);-444.786,21;USD
4;41;411514;;ESTABLECIMIENTOS AFILIADOS A TARJETAS DE CRÉDITO  Y DEBITO;-9.465.285,30;USD
4;41;411516;;USO MEDIOS DE PAGO DIFERENTES DE EFECTIVO;0,00;USD
4;41;411518;;SERVICIO RED DE OFICINAS;0,00;USD
4;41;411520;;DE ADMINISTRACIÓN-FONDO DE CESANTÍA PORTAFOLIO DE CORTO PLAZO;0,00;USD
4;41;411522;;DE ADMINISTRACIÓN-FONDO DE CESANTÍA PORTAFOLIO DE LARGO PLAZO;0,00;USD
4;41;411524;;POR RETIROS PARCIALES-FONDO DE CESANTÍA PORTAFOLIO DE CORTO PLAZO;0,00;USD
4;41;411526;;POR RETIROS PARCIALES-FONDO DE CESANTÍA PORTAFOLIO DE LARGO PLAZO;0,00;USD
4;41;411528;;DE ADMINISTRACIÓN FONDO DE PENSIONES OBLIGATORIAS;0,00;USD
4;41;411530;;DE ADMINISTRACIÓN PENSIONES POR RETIRO PROGRAMADO ;0,00;USD
4;41;411532;;DE ADMINISTRACIÓN RECURSOS AFILIADOS CESANTES;0,00;USD
4;41;411534;;POR TRASLADO DE AFILIADOS ;0,00;USD
4;41;411536;;ADMINISTRACIÓN APORTES VOLUNTARIOS  FONDOS DE PENSIONES OBLIGATORIAS;0,00;USD
4;41;411538;;DE ADMINISTRACIÓN FONDO DE PENSIONES VOLUNTARIAS;0,00;USD
4;41;411540;;DE ADMINISTRACIÓN PASIVOS PENSIONALES ENTIDADES TERRITORIALES Y SUS DESCENTRALIZADAS;0,00;USD
4;41;411542;;DE ADMINISTRACIÓN FONPET;0,00;USD
4;41;411544;;DE ADMINISTRACIÓN PASIVOS PENSIONALES POR REACTIVACIÓN ECONÓMICA;0,00;USD
4;41;411546;;DE SEGUROS PREVISIONALES;0,00;USD
4;41;411548;;POR GIROS;0,00;USD
4;41;411550;;DE ADMINISTRACIÓN DE RIESGOS LABORALES;0,00;USD
4;41;411552;;PRIVATIZACIONES;0,00;USD
4;41;411554;;CAPITAL GARANTÍA ;0,00;USD
4;41;411556;;CUOTAS DE MANEJO DE TARJETAS DE CRÉDITO;0,00;USD
4;41;411558;;CUOTAS DE MANEJO DE TARJETAS DEBITO;0,00;USD
4;41;411560;;POR PRODUCTOS DERIVADOS;0,00;USD
4;41;411561;;POR GARANTÍAS - FNG-;0,00;USD
4;41;411562;;CORRETAJE DE VALORES;-995.872,67;USD
4;41;411563;;CORRETAJE DE PRODUCTOS AGROPECUARIOS;0,00;USD
4;41;411564;;CONTRATO DE COMISIÓN;0,00;USD
4;41;411565;;CONTRATO DE COMISIÓN TÍTULOS SOBRE Y PRODUCTOS AGROPECUARIOS;0,00;USD
4;41;411566;;CONTRATOS DE COLOCACIÓN DE TÍTULOS;-89.867,33;USD
4;41;411567;;CONTRATOS DE FUTUROS;0,00;USD
4;41;411568;;CONTRATOS DE OPCIONES;0,00;USD
4;41;411569;;ADMINISTRACIÓN DE FONDOS DE INVERSIÓN COLECTIVA;0,00;USD
4;41;411570;;ADMINISTRACIÓN DE VALORES;-493.874,48;USD
4;41;411571;;ADMINISTRACIÓN DE PORTAFOLIOS DE VALORES DE TERCEROS;-244.658,58;USD
4;41;411572;;ADMINISTRACIÓN FONDOS DE CAPITAL EXTRANJERO;0,00;USD
4;41;411573;;CONTRATOS DE CORRESPONSALÍA;0,00;USD
4;41;411574;;CONTRATOS DE LIQUIDEZ;0,00;USD
4;41;411575;;PRECIO POR TRANSFERENCIA TEMPORAL DE VALORES;0,00;USD
4;41;411576;;POR CALIFICACIÓN DE VALORES;0,00;USD
4;41;411577;;ASESORÍAS;0,00;USD
4;41;411578;;COMPRA-VENTA DE DIVISAS;0,00;USD
4;41;411579;;HONORARIOS POR FUNDICION Y ENSAYE METALES PRECIOSOS;0,00;USD
4;41;411580;;COMISIONES LINEAS DE CREDITO EXTERNAS;0,00;USD
4;41;411595;;OTRAS;-2.815.232,21;USD
4;41;411605;;ORO CALIDAD CERTIFICADA - MONETARIO;0,00;USD
4;41;411610;;ORO FINO - MONETARIO;0,00;USD
4;41;411615;;ORO FINO - NO MONETARIO;0,00;USD
4;41;411620;;ORO SIN AFINAR - NO MONETARIO;0,00;USD
4;41;411700;;INGRESOS POR RETROGARANTES;0,00;USD
4;41;411805;;EN EL EXTERIOR;0,00;USD
4;41;411810;;PARA USOS INDUSTRIALES;0,00;USD
4;41;411815;;MONEDAS DE ORO;0,00;USD
4;41;411820;;PROCESO METALURGICO;0,00;USD
4;41;411905;;VALOR FACIAL MONEDA METALICA EMITIDA;0,00;USD
4;41;411910;;COSTO RECUPERADO MONEDA DESTRUIDA;0,00;USD
4;41;412005;;ALMACÉN BODEGAS PROPIAS;0,00;USD
4;41;412010;;ALMACÉN BODEGAS PARTICULARES;0,00;USD
4;41;412015;;ALMACÉN MERCANCÍAS EN TRANSITO;0,00;USD
4;41;412020;;ALMACÉN SILOS;0,00;USD
4;41;412025;;AGENCIAMIENTO ADUANERO;0,00;USD
4;41;412030;;OPERACIONES COMPRA VENTA;0,00;USD
4;41;412035;;MANEJO Y DISTRIBUCIÓN;0,00;USD
4;41;412040;;TRATAMIENTO DE MERCANCÍAS;0,00;USD
4;41;412045;;MOVILIZACIÓN Y TRANSPORTE DE MERCANCÍAS;0,00;USD
4;41;412050;;ALMACENAJE;0,00;USD
4;41;412095;;OTRAS;0,00;USD
4;41;412105;;SEGUROS DE DAÑOS;0,00;USD
4;41;412110;;SEGURO OBLIGATORIO DE DAÑOS CORPORALES CAUSADOS A LAS PERSONAS EN ACCIDENTES DE TRÁNSITO SOAT;0,00;USD
4;41;412115;;SEGUROS PREVISIONALES;0,00;USD
4;41;412120;;RIESGOS LABORALES;0,00;USD
4;41;412122;;BENEFICIOS ECONÓMICOS PERIÓDICOS (BEPs);0,00;USD
4;41;412125;;SEGUROS CON CÁLCULO DE RESERVA MATEMÁTICA;0,00;USD
4;41;412130;;SEGUROS DE PERSONAS;0,00;USD
4;41;412135;;SEGURO EDUCATIVO;0,00;USD
4;41;412140;;COASEGURO ACEPTADO;0,00;USD
4;41;412145;;PRIMAS ACEPTADAS EN CÁMARA DE COMPENSACIÓN SOAT;0,00;USD
4;41;412150;;PRIMAS CEDIDAS EN CÁMARA DE COMPENSACIÓN SOAT (DB);0,00;USD
4;41;412155;;CANCELACIONES Y/O ANULACIONES;0,00;USD
4;41;412205;;SEGUROS DE DAÑOS;0,00;USD
4;41;412210;;SEGUROS DE PERSONAS;0,00;USD
4;41;412215;;SEGURO OBLIGATORIO DE DAÑOS CORPORALES CAUSADOS A LAS PERSONAS EN ACCIDENTES DE TRÁNSITO SOAT;0,00;USD
4;41;412305;;OPERACIONES REPO ABIERTO;-84.292,18;USD
4;41;412310;;OPERACIONES SIMULTÁNEAS;0,00;USD
4;41;412315;;OPERACIONES DE TRANSFERENCIA TEMPORAL DE VALORES;0,00;USD
4;41;412405;;VIDA INDIVIDUAL;0,00;USD
4;41;412410;;RIESGOS LABORALES;0,00;USD
4;41;412415;;PENSIONES OBLIGATORIAS;0,00;USD
4;41;412420;;SEGUROS DE PENSIONES VOLUNTARIAS;0,00;USD
4;41;412422;;BENEFICIOS ECONÓMICOS PERIÓDICOS (BEPs);0,00;USD
4;41;412425;;SEGURO EDUCATIVO;0,00;USD
4;41;412495;;OTRAS;0,00;USD
4;41;412505;;A VALOR RAZONABLE - INSTRUMENTOS DE DEUDA;-711.884,13;USD
4;41;412510;;A VALOR RAZONABLE - INSTRUMENTOS DE PATRIMONIO;0,00;USD
4;41;412515;;INVERSIONES A COSTO AMORTIZADO;0,00;USD
4;41;412520;;INSTRUMENTOS DE PATRIMONIO CON EFECTOS EN EL ORI;0,00;USD
4;41;412525;;PRODUCTOS AGROPECUARIOS;0,00;USD
4;41;412530;;PRODUCTOS AGROINDUSTRIALES;0,00;USD
4;41;412535;;INSUMOS AGROPECUARIOS Y AGROINDUSTRIALES;0,00;USD
4;41;412540;;DOCUMENTOS SOBRE PRODUCTOS AGROPECUARIOS Y AGROINDUSTRIALES;0,00;USD
4;41;412545;;OTRAS ESPECIES AGRÍCOLAS Y AGROINDUSTRIALES;0,00;USD
4;41;412595;;OTROS;0,00;USD
4;41;412605;;LIBERACIÓN RESERVA SEGURO DE VIDA DE AHORRO CON PARTICIPACIÓN;0,00;USD
4;41;412700;;POR VENTA DE CARTERA;0,00;USD
4;41;412805;;CONTRATOS DE COMPRA DE DIVISAS;-1.731.299,91;USD
4;41;412810;;CONTRATOS DE VENTA DE DIVISAS;0,00;USD
4;41;412815;;CONTRATOS  DE COMPRA DE TÍTULOS;-45.483,09;USD
4;41;412820;;CONTRATOS DE VENTA DE TÍTULOS;-559.620,04;USD
4;41;412895;;CONTRATOS – OTROS;0,00;USD
4;41;412905;;FORWARDS DE MONEDAS (PESO/DÓLAR);-616.188,24;USD
4;41;412907;;FORWARDS DE MONEDAS (DIFERENTES PESO/DÓLAR);0,00;USD
4;41;412910;;FORWARDS DE TASAS DE INTERÉS;-5.899,56;USD
4;41;412912;;FORWARDS  DE TÍTULOS;-70.866,23;USD
4;41;412915;;FORWARDS - OTROS;0,00;USD
4;41;412917;;FUTUROS DE  MONEDAS;0,00;USD
4;41;412920;;FUTUROS DE TASAS DE INTERÉS;0,00;USD
4;41;412922;;FUTUROS DE  TÍTULOS;0,00;USD
4;41;412925;;FUTUROS DE  ÍNDICES;0,00;USD
4;41;412927;;FUTUROS - OTROS;0,00;USD
4;41;412930;;SWAPS DE MONEDAS;0,00;USD
4;41;412932;;SWAPS DE TASAS DE INTERÉS;-6.825.963,11;USD
4;41;412935;;SWAPS - OTROS;0,00;USD
4;41;412937;;OPCIONES CALLS MONEDAS;0,00;USD
4;41;412940;;OPCIONES PUT DE MONEDAS;0,00;USD
4;41;412942;;OPCIONES CALLS DE TASAS DE INTERÉS;0,00;USD
4;41;412945;;OPCIONES PUTS DE TASAS DE INTERÉS;0,00;USD
4;41;412947;;OPCIONES CALLS DE TÍTULOS;0,00;USD
4;41;412950;;OPCIONES PUTS DE TÍTULOS;0,00;USD
4;41;412952;;OPCIONES CALLS DE ÍNDICES;0,00;USD
4;41;412955;;OPCIONES PUTS DE ÍNDICES;0,00;USD
4;41;412957;;OPCIONES CALL - OTROS;0,00;USD
4;41;412960;;OPCIONES PUTS – OTRAS;0,00;USD
4;41;413005;;BIENES RECIBIDOS EN PAGO;0,00;USD
4;41;413010;;BIENES RESTITUIDOS DE CONTRATO DE LEASING;0,00;USD
4;41;413015;;OPERACIONES DISCONTINUADAS;0,00;USD
4;41;413020;;ACTIVOS NO CORRIENTES MANTENIDOS PARA DISTRIBUIR A LOS PROPIETARIOS;0,00;USD
4;41;413095;;OTROS ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;0,00;USD
4;41;413105;;TERRENOS;0,00;USD
4;41;413110;;EDIFICIOS;0,00;USD
4;41;413115;;EQUIPO, MUEBLES Y ENSERES DE OFICINA;-812,69;USD
4;41;413120;;EQUIPO DE COMPUTACIÓN;0,00;USD
4;41;413125;;VEHÍCULOS;0,00;USD
4;41;413130;;EQUIPO DE MOVILIZACIÓN Y MAQUINARIA;0,00;USD
4;41;413135;;SILOS;0,00;USD
4;41;413140;;BODEGAS;0,00;USD
4;41;413145;;BIENES RURALES;0,00;USD
4;41;413150;;SEMOVIENTES;0,00;USD
4;41;413195;;OTROS;0,00;USD
4;41;413205;;SEGURO DE CRÉDITO A LA EXPORTACIÓN;0,00;USD
4;41;413305;;CON CUOTAS AL DÍA;0,00;USD
4;41;413310;;CON CUOTAS EN MORA;0,00;USD
4;41;413315;;DESVIACIONES;0,00;USD
4;41;413320;;CUPONES POR PAGAR;0,00;USD
4;41;413325;;INTERESES Y SORTEOS;0,00;USD
4;41;413330;;PLANES EN UVR;0,00;USD
4;41;413395;;OTROS DERECHOS ESTIPULADOS;0,00;USD
4;41;413405;;SEGURO DE TERREMOTO;0,00;USD
4;41;413410;;SEGURO DE CRÉDITO A LA EXPORTACIÓN;0,00;USD
4;41;413415;;RIESGOS LABORALES;0,00;USD
4;41;413505;;POR REEXPRESIÓN DE ACTIVOS DE LA POSICIÓN PROPIA;-480.604,80;USD
4;41;413510;;POR REALIZACIÓN DE ACTIVOS DE LA POSICIÓN PROPIA;0,00;USD
4;41;413515;;POR REEXPRESIÓN DE OTROS ACTIVOS;0,00;USD
4;41;413520;;POR REALIZACIÓN DE OTROS ACTIVOS;0,00;USD
4;41;413525;;POR REEXPRESIÓN DE PASIVOS DE LA POSICIÓN PROPIA;0,00;USD
4;41;413530;;POR LIQUIDACIÓN DE PASIVOS DE LA POSICIÓN PROPIA;0,00;USD
4;41;413535;;POR REEXPRESIÓN DE OTROS PASIVOS;0,00;USD
4;41;413540;;POR LIQUIDACIÓN DE OTROS PASIVOS;0,00;USD
4;41;413605;;SEGUROS DE DAÑOS;0,00;USD
